"Id","Guid","ModuleId","ModuleName","Name","Description","Alias","AllowFilter","ASOStatus","IsDeleted","UpdateInformation"
"269","771a3976-fa28-4e3c-830d-5041c788eb83","470","Regulatory Intelligence Status Actions","Regulatory Status Actions",,"Regulatory_Status_Actions","False","0","False","@{CreateDate=2016-02-17T15:47:22.97; UpdateDate=2016-02-17T15:47:22.97; CreateLogin=2; UpdateLogin=2}"
"270","28ef1328-a629-4e0e-87ea-aa26b7a71f41","471","Regulatory Intelligence Client Summaries","Regulatory Intelligence Client Summaries",,"Regulatory_Intelligence_Client_Summaries","False","0","False","@{CreateDate=2016-02-17T15:47:22.97; UpdateDate=2016-02-17T15:47:22.97; CreateLogin=2; UpdateLogin=2}"
"272","dfaf31cb-6aa0-452a-b204-612be4c4d9cd","473","BIA Archive","Business Impact Analysis Archive","Migrated Level","Business_Impact_Analysis_Archive","False","0","False","@{CreateDate=2016-02-26T19:48:34.807; UpdateDate=2022-02-13T06:58:50.157; CreateLogin=2; UpdateLogin=2}"
"273","5e313002-014c-4470-a279-34ff395217a1","474","BIA Campaign","BIA Assessment Campaign",,"BIA_Assessment_Campaign","False","0","False","@{CreateDate=2016-02-26T19:48:34.807; UpdateDate=2021-10-27T12:52:03.933; CreateLogin=2; UpdateLogin=2}"
"274","5cb68c7f-e988-4108-acc3-e3b2b53a77db","475","BIA Comments","BIA Comments",,"BIA_Comments","False","0","False","@{CreateDate=2016-02-26T19:48:34.807; UpdateDate=2016-02-26T19:48:34.807; CreateLogin=2; UpdateLogin=2}"
"275","a1f579b0-8c95-43c0-b670-4860e2ea8681","476","Cardholder Data Environment","Cardholder Data Environment",,"PCI_Cardholder_Data_Environment","False","0","False","@{CreateDate=2016-03-02T19:39:48.207; UpdateDate=2023-03-22T16:25:26.48; CreateLogin=2; UpdateLogin=2}"
"276","58878b23-30d1-4538-b621-31ca4aaa1dae","477","Compliance Project","Compliance Project",,"PCI_Project","False","0","False","@{CreateDate=2016-03-02T19:39:48.207; UpdateDate=2023-03-22T16:25:26.48; CreateLogin=2; UpdateLogin=2}"
"277","0b2fd485-086e-4118-8c65-2013d24f6834","478","PCI Controls","PCI Controls",,"PCI_Record_Of_Compliance","False","0","False","@{CreateDate=2016-03-02T19:39:48.207; UpdateDate=2023-03-22T16:25:26.48; CreateLogin=2; UpdateLogin=2}"
"279","bd772638-b1da-437e-bfb3-50b2f71c8d10","480","Device Scan Results","Service Provider",,"Service_Provider","False","0","False","@{CreateDate=2016-03-02T19:39:48.207; UpdateDate=2016-03-02T19:39:48.207; CreateLogin=2; UpdateLogin=2}"
"280","90e3cd8b-420c-4acf-836c-5aa5cc6f652e","481","ISMS","ISMS Dashboard",,"ISMS_Dashboard","False","0","False","@{CreateDate=2016-03-14T17:33:43.823; UpdateDate=2018-03-12T20:11:24.51; CreateLogin=2; UpdateLogin=2}"
"281","b1680f36-287d-4b63-9baa-aa98d192f838","482","Statement of Applicability","Statement of Applicability",,"Statement_of_Applicability","False","0","False","@{CreateDate=2016-03-14T17:33:43.823; UpdateDate=2018-03-12T20:11:24.51; CreateLogin=2; UpdateLogin=2}"
"283","c04ddb5c-46c6-4d36-a0df-58c90b1e80a8","484","Findings Folders","Findings Folders",,"Findings_Folders","False","0","False","@{CreateDate=2016-04-08T14:14:29.647; UpdateDate=2023-08-18T05:09:17.96; CreateLogin=2; UpdateLogin=2}"
"284","be039327-ed05-4d2a-a5b7-53191af63f45","485","Issue Management Comments","Finding Rejection Comments",,"Finding_Rejection_Comments","False","0","False","@{CreateDate=2016-04-08T14:14:29.647; UpdateDate=2016-04-08T14:14:29.647; CreateLogin=2; UpdateLogin=2}"
"286","4a662ba3-4af8-47c3-b173-1c4037d8d9b5","487","Lessons Learned Assessment","Lessons Learned Assessment",,"Lessons_Learned_Assessment","False","0","False","@{CreateDate=2016-09-29T20:06:41.38; UpdateDate=2017-08-07T18:36:49.73; CreateLogin=2; UpdateLogin=2}"
"287","88f05fbc-3266-48e9-813a-0ae453786332","488","Supplier Request Form","Procurement Request Form",,"Procurement_Request_Form","False","0","False","@{CreateDate=2016-10-05T19:04:25.483; UpdateDate=2016-10-05T21:08:43.397; CreateLogin=2; UpdateLogin=2}"
"288","1c8d1070-9d63-4467-b5cd-bc44b017a9e7","489","Third Party Comments","Comments",,"Comments","False","0","False","@{CreateDate=2016-10-05T19:04:25.483; UpdateDate=2016-10-05T19:04:25.483; CreateLogin=2; UpdateLogin=2}"
"289","bcffa548-4825-47ad-a158-55a1dfd9a3ff","490","Third Party Request","Third Party Request",,"Third_Party_Request","False","0","False","@{CreateDate=2016-10-05T19:04:25.483; UpdateDate=2016-10-05T19:04:25.483; CreateLogin=2; UpdateLogin=2}"
"290","70c36cfa-8c16-4bf0-8d3b-373e4fc00aa1","492","Admin Dashboard","Admin Dashboard",,"Admin_Dashboard","False","0","False","@{CreateDate=2017-08-07T11:24:38.63; UpdateDate=2017-08-30T03:11:32.837; CreateLogin=2; UpdateLogin=2}"
"291","4c277820-a5e6-4b99-8074-c5b0d67ca954","493","Crisis Events: Checkpoint","Crisis Events: Checkpoint",,"Crisis_Events_Checkpoint","False","0","False","@{CreateDate=2017-08-07T18:36:49.73; UpdateDate=2017-08-07T18:36:49.73; CreateLogin=2; UpdateLogin=2}"
"292","b7b0a7d8-d51e-4ce7-b2ef-3d570d10c9a9","494","Recovery Tasks Comments","Recovery Tasks Comments",,"Recovery_Tasks_Comments","False","0","False","@{CreateDate=2017-08-07T18:36:49.73; UpdateDate=2017-08-07T18:36:49.73; CreateLogin=2; UpdateLogin=2}"
"293","0dfeacd5-e24c-40e4-9da3-2f558d1045b7","495","Privacy Roles and Responsibilities","Joint Controller Responsibilities",,"Joint_Controller_Responsibilities","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"294","73d4ca59-1ec5-4c43-871b-602cd80bbb18","496","Data Protection Projects","Data Protection Projects",,"Data_Protection_Projects","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"295","1d62adf4-8085-4e44-b45f-dbc13a18a094","497","Regulatory Communications","Regulatory Cases",,"Regulatory_Cases","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"296","8dd27771-7bdb-412b-892d-fffa294b11d3","498","Notice and Consent Library","Notice and Consent Library",,"Notice_and_Consent_Library","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"297","be6dc5a0-3756-43f3-98c8-c7fc38c77fb6","499","Retention Schedules","Retention Schedules",,"Retention_Schedules","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"298","83b4bc21-99e7-45e9-a570-e9bb42222069","500","Processing Activities","Processing Activities Repository",,"Processing_Activities_Repository","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"299","4dce6339-ee03-4700-90d1-3946ed0274f2","501","Privacy Impact Assessment","Privacy Impact Assessments",,"Privacy_Impact_Assessments","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"300","db81ab03-91ee-4311-b4f8-5078f1c4212f","502","Data Protection Impact Assessment","Data Protection Impact Assessment",,"Data_Protection_Impact_Assessment","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"301","2d9b6d08-db2b-4ea2-8481-708c856dcfe1","503","Data Identification Assessment","Data Identification Assessment",,"Data_Identification_Assessment","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"302","eaba9f02-80d9-4e39-bbf7-79a5d92a4a30","504","Article 30 Checklist","Article 30 Checklist",,"Article_30_Checklist","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"303","57393757-4432-47c5-9564-ec866783cf6b","505","Regulatory Interactions","Regulatory Interactions",,"Regulatory_Interactions","False","0","False","@{CreateDate=2017-08-17T15:11:06.563; UpdateDate=2017-08-17T15:11:06.563; CreateLogin=2; UpdateLogin=2}"
"304","7e47f526-fb1c-44f7-98f1-76e85c1fdf93","506","ISMS Audit","ISMS Audit 2222",,"ISMS_Audit_2222","False","0","False","@{CreateDate=2018-03-12T20:11:24.51; UpdateDate=2018-03-12T20:11:24.51; CreateLogin=2; UpdateLogin=2}"
"305","0af96737-5209-43f2-bb09-099c659dcac9","507","ISMS Controls","ISMS Controls",,"ISMS_Controls","False","0","False","@{CreateDate=2018-03-12T20:11:24.51; UpdateDate=2018-03-12T20:11:24.51; CreateLogin=2; UpdateLogin=2}"
"306","232e933c-6e3d-4705-9218-51c323b1279e","508","ISMS Risks","ISMS Risk Assessment",,"ISMS_Risk_Assessment","False","0","False","@{CreateDate=2018-03-12T20:11:24.51; UpdateDate=2018-03-12T20:11:24.51; CreateLogin=2; UpdateLogin=2}"
"307","12600ed0-eb0c-490a-a3ba-04d9ab9b98b7","509","ISO 27001 Gap Analysis","ISO 27001 Gap Analysis",,"ISO_27001_Gap_Analysis","False","0","False","@{CreateDate=2018-03-12T20:11:24.51; UpdateDate=2018-03-12T20:11:24.51; CreateLogin=2; UpdateLogin=2}"
"308","9a94c161-de33-4b6f-8e76-64439c340ad0","510","Control Generator","Control Generator",,"Control_Generator","False","0","False","@{CreateDate=2018-06-27T18:58:57.41; UpdateDate=2018-06-27T18:58:57.41; CreateLogin=2; UpdateLogin=2}"
"309","5c2d3ec7-5ac8-4239-a836-a5cace2f60f4","511","Primary Controls","Primary Controls","Migrated Level","Primary_Controls","False","0","False","@{CreateDate=2018-06-27T18:58:57.41; UpdateDate=2022-07-15T13:55:55.243; CreateLogin=2; UpdateLogin=2}"
"310","9982d39a-a4df-4dea-8f20-c51096402ccf","512","Evidence Repository","Evidence Repository",,"Evidence_Repository","False","0","False","@{CreateDate=2018-06-27T18:58:57.41; UpdateDate=2021-10-07T17:35:44.59; CreateLogin=2; UpdateLogin=2}"
"311","107ebecc-8c03-4743-915f-35cb7ebcc63a","513","Compliance Engagement","Compliance Engagements",,"Compliance_Engagements","False","0","False","@{CreateDate=2018-06-27T18:58:57.41; UpdateDate=2020-03-04T14:33:27.967; CreateLogin=2; UpdateLogin=2}"
"312","0ea30318-d944-4046-8af2-c77f5c6089e6","514","Compliance Scope","Compliance Scope",,"Testing_Unit","False","0","False","@{CreateDate=2018-06-27T18:58:57.41; UpdateDate=2021-10-07T17:35:44.59; CreateLogin=2; UpdateLogin=2}"
"313","dce6fa4b-21d2-4e45-96d4-d09ba0399191","515","Scoping Units","Scoping Units",,"Scoping_Units","False","0","False","@{CreateDate=2018-06-27T18:58:57.41; UpdateDate=2023-03-25T05:42:50.723; CreateLogin=2; UpdateLogin=2}"
"314","0481efa4-8145-4166-a95a-dfee88ba85d5","516","Version History","Version History",,"Version_History","False","0","False","@{CreateDate=2018-06-27T18:58:57.41; UpdateDate=2018-06-27T18:58:57.41; CreateLogin=2; UpdateLogin=2}"
"315","e7dcc4e2-beef-49d9-8878-8f122e48810f","517","Historical Compliance - Primary Control","Historical Compliance - Primary Control",,"Historical_Compliance__Master_Control","False","0","False","@{CreateDate=2018-06-27T18:58:57.41; UpdateDate=2018-06-27T18:58:57.41; CreateLogin=2; UpdateLogin=2}"
"317","601b561d-ff0d-422a-ac07-6a9af08c0025","519","Vulnerability Reference Lists","Reference List Applications",,"Reference_List_Applications","False","0","False","@{CreateDate=2018-08-06T03:38:31.03; UpdateDate=2020-03-17T21:51:12.36; CreateLogin=2; UpdateLogin=2}"
"318","64e01064-80a1-4649-ab5f-524564dde149","520","Vulnerability Tickets","Vulnerability Tickets",,"Vulnerability_Tickets","False","0","False","@{CreateDate=2018-08-06T03:38:31.03; UpdateDate=2018-08-06T15:40:37.707; CreateLogin=2; UpdateLogin=2}"
"319","8e1650fb-70c5-4d65-89ad-c622faf927f3","521","Vulnerability Historical Data","Vulnerability Historical Data",,"Vulnerability_Historical_Data","False","0","False","@{CreateDate=2018-08-06T03:38:31.03; UpdateDate=2018-08-06T15:40:37.707; CreateLogin=2; UpdateLogin=2}"
"320","b075f5ed-cdec-4af2-8f49-507a8139b39a","522","Technologies","Technologies",,"Technologies","False","0","False","@{CreateDate=2018-08-06T03:38:31.03; UpdateDate=2019-05-15T20:18:36.283; CreateLogin=2; UpdateLogin=2}"
"321","359d97f2-291a-4a8a-a488-7137847cf8a6","523","Vulnerability Ticket Comments","Vulnerability Ticket Comments",,"Vulnerability_Ticket_Comments","False","0","False","@{CreateDate=2018-08-06T03:38:31.03; UpdateDate=2018-08-06T03:38:31.03; CreateLogin=2; UpdateLogin=2}"
"322","e05eb4f3-07d8-4f77-984d-0cb8a0804c08","524","Enterprise: EC2 Instance Attributes","EC2 Instance Attributes",,"EC2_Instance_Attributes","False","0","False","@{CreateDate=2018-08-06T03:38:31.03; UpdateDate=2018-08-06T03:38:31.03; CreateLogin=2; UpdateLogin=2}"
"323","3803e7a1-a350-43d6-8078-1e54907314ec","525","Enterprise: Device Tags","Devices Tags",,"Devices_Tags","False","0","False","@{CreateDate=2018-08-06T03:38:31.03; UpdateDate=2018-08-06T03:38:31.03; CreateLogin=2; UpdateLogin=2}"
"324","63de8332-e9ee-46e1-9325-00ca93b56aab","526","ITSVP - Vulnerability Details Pertaining To PCI","Qualys PCI_Reasons",,"Qualys_PCI_Reasons","False","0","False","@{CreateDate=2018-08-06T03:38:31.03; UpdateDate=2018-08-06T03:38:31.03; CreateLogin=2; UpdateLogin=2}"
"325","886b6461-836e-45bf-9ffd-e30ca0d51d66","527","Risk Scenario","Risk Scenario","Migrated Level","Risk_Scenario","False","0","False","@{CreateDate=2018-09-10T18:44:00.917; UpdateDate=2019-08-28T11:05:11.447; CreateLogin=2; UpdateLogin=2}"
"326","e47fa8a9-3c13-4f2d-8062-c0af32f6346f","528","Risk Scenario Library","Risk Scenario Library","Migrated Level","Risk_Scenario_Library","False","0","False","@{CreateDate=2018-09-10T18:44:00.917; UpdateDate=2018-09-10T18:44:00.917; CreateLogin=2; UpdateLogin=2}"
"327","2f0a7e4f-6c1f-485b-918b-0c9de82f2d53","529","Risk Approval Assessment","Risk Approval Assessment",,"Risk_Approval_Assessment","False","0","False","@{CreateDate=2018-09-10T18:44:00.917; UpdateDate=2018-09-10T18:44:00.917; CreateLogin=2; UpdateLogin=2}"
"328","5c1bca65-078c-413b-9309-fc0226d3253a","530","Enterprise: Device IP Addresses Discovered","ITSVP - Device IPs",,"ITSVP__Device_IPs","False","0","False","@{CreateDate=2019-05-15T20:18:36.283; UpdateDate=2019-05-15T20:18:36.283; CreateLogin=2; UpdateLogin=2}"
"329","9afca5f5-2031-45c1-960c-8c62ad2b42bd","531","Enterprise: Services Discovered On Asset","ITSVP-Services Discovered On Assets",,"ITSVPServices_Discovered_On_Assets","False","0","False","@{CreateDate=2019-05-15T20:18:36.283; UpdateDate=2019-05-15T20:18:36.283; CreateLogin=2; UpdateLogin=2}"
"330","67f4a6f2-7d7b-468f-90b1-b3790e33f6a2","532","PCI 3.2.1 Self-Assessment (SAQ)","PCI 3.2.1 Self-Assessment (SAQ)",,"PCI_321_SelfAssessment_SAQ","False","0","False","@{CreateDate=2020-02-28T12:44:08.22; UpdateDate=2023-03-22T16:25:26.48; CreateLogin=2; UpdateLogin=2}"
"331","c5d5e257-c60d-4b19-b3c5-5e73f8beb648","533","Operating Effectiveness Testing Package","Operating Effectiveness Testing Package",,"Operating_Effectiveness_Testing_Package","False","0","False","@{CreateDate=2020-03-04T14:33:27.967; UpdateDate=2020-07-20T11:37:47.49; CreateLogin=2; UpdateLogin=2}"
"332","447fffb2-c203-4b6b-90ad-ecf50a15a73a","534","PBC Documentation Requests","PBC Documentation Requests",,"PBC_Documentation_Requests","False","0","False","@{CreateDate=2020-03-04T14:33:27.967; UpdateDate=2021-10-07T17:35:44.59; CreateLogin=2; UpdateLogin=2}"
"333","f1759b07-f9e9-44e2-8424-d249c3368277","535","Process Narratives","Process Narrative",,"Process_Narrative","False","0","False","@{CreateDate=2020-03-04T14:33:27.967; UpdateDate=2021-10-07T17:35:44.59; CreateLogin=2; UpdateLogin=2}"
"334","b4372dc5-608c-4988-8cf6-09f0ed226378","535","Process Narratives","Narrative Steps",,"Narrative_Steps","False","0","False","@{CreateDate=2020-03-04T14:33:27.967; UpdateDate=2021-10-07T17:35:44.59; CreateLogin=2; UpdateLogin=2}"
"335","00e64f60-9f8d-4808-a6f0-ca62fe26d9b6","536","Control 302 Certifications","Control 302 Certifications",,"Control_302_Certifications","False","0","False","@{CreateDate=2020-03-04T14:33:27.967; UpdateDate=2020-03-04T14:33:27.967; CreateLogin=2; UpdateLogin=2}"
"336","67abb8d8-0335-472f-bb29-926fc7075ba4","537","Process Narrative Walkthrough","Process Narrative Walkthrough",,"Process_Narrative_Walkthrough","False","0","False","@{CreateDate=2020-03-04T14:33:27.967; UpdateDate=2020-03-04T14:33:27.967; CreateLogin=2; UpdateLogin=2}"
"337","f909cf0b-2b34-4b51-a677-64691a103b15","538","Financial Controls Monitoring Comments","Review Comments",,"Review_Comments","False","0","False","@{CreateDate=2020-03-04T14:33:27.967; UpdateDate=2020-03-04T14:33:27.967; CreateLogin=2; UpdateLogin=2}"
"338","c375e033-6528-4567-ad6f-672ad6f8bd96","539","Change Request Comments","Change Request Comments",,"Change_Request_Comments","False","0","False","@{CreateDate=2020-03-04T14:33:27.967; UpdateDate=2020-03-04T14:33:27.967; CreateLogin=2; UpdateLogin=2}"
"339","c52e6e3d-1687-4ccf-b8eb-90dc9ca30761","540","Enterprise: All Discovered NetBIOS","Enterprise: All Discovered NetBIOS",,"Enterprise_All_Discovered_NetBIOS","False","0","False","@{CreateDate=2020-03-06T15:23:03.677; UpdateDate=2020-03-06T15:23:03.677; CreateLogin=2; UpdateLogin=2}"
"340","304a0668-427b-4d6a-be87-7c5b2d3e1483","541","Enterprise: Secondary DNS Servers","Enterprise: Secondary DNS Servers",,"Enterprise_Secondary_DNS_Servers","False","0","False","@{CreateDate=2020-03-06T15:25:40.653; UpdateDate=2020-03-06T15:25:40.653; CreateLogin=2; UpdateLogin=2}"
"341","40c653a1-8694-489b-b196-dd8deb44d7ac","542","ITSVP - Vulnerability Priority Rating Context","Vulnerability Priority Rating Context",,"Vulnerability_Priority_Rating_Context","False","0","False","@{CreateDate=2020-03-06T19:21:22.26; UpdateDate=2020-03-06T19:21:22.26; CreateLogin=2; UpdateLogin=2}"
"342","e97a0a8b-b361-49bf-8f29-b9c8fb10c59e","544","RiskLens Sub-Form","RiskLens Sub-Form",,"RiskLens_SubForm","False","0","False","@{CreateDate=2020-07-20T09:17:10.753; UpdateDate=2020-07-20T09:17:10.753; CreateLogin=2; UpdateLogin=2}"
"343","441c1cf7-7651-4eda-b071-7df67e418b56","545","Impact Approval Rules","Impact Approval Rules","A Rule is the top level of the 'Impact Approval Rule' definition and typically identifies the Business Unit, Event's Impact Type along with a Default Owner.","Loss_Event_Impact_Approval_Rules","False","0","False","@{CreateDate=2021-03-17T08:42:57.683; UpdateDate=2021-03-17T08:42:57.683; CreateLogin=2; UpdateLogin=2}"
"344","f5031f2c-6a0b-4f32-93ca-c14153b2281f","545","Impact Approval Rules","Thresholds","Thresholds are defined to facilitate monetary range based Approvals for a particular combination of Business Unit, Event's Impact Type (as defined in the Level 1) so that the Impacts can be appropriately routed within its workflow.","Thresholds","False","0","False","@{CreateDate=2021-03-17T08:42:57.683; UpdateDate=2021-03-17T08:42:57.683; CreateLogin=2; UpdateLogin=2}"
"345","16840a74-e6a5-4b29-a2db-5ce4da1c8c85","546","Loss Event Impacts","Impacts",,"Impacts","False","0","False","@{CreateDate=2021-03-17T08:42:57.683; UpdateDate=2021-03-17T08:42:57.683; CreateLogin=2; UpdateLogin=2}"
"346","04bcb957-45d2-4f8d-b4fd-04185dd262b8","548","Audit Plan Comments","Audit Plan Comments",,"Audit_Plan_Comments","False","0","False","@{CreateDate=2021-10-05T19:44:35.987; UpdateDate=2021-10-05T19:44:35.987; CreateLogin=2; UpdateLogin=2}"
"347","bee969b6-5863-4b78-a67d-9d2977b545db","549","Audit Observations","Audit Recommendation",,"Audit_Recommendation","False","0","False","@{CreateDate=2021-10-06T07:48:49.717; UpdateDate=2023-08-18T07:33:43.6; CreateLogin=2; UpdateLogin=2}"
"348","0bb58773-ee91-410a-8586-5f146d511610","550","Operational Scenario Library","Operational Scenario Library",,"Operational_Scenario_Library","False","0","False","@{CreateDate=2021-10-27T08:29:41.867; UpdateDate=2022-02-13T06:58:50.157; CreateLogin=2; UpdateLogin=2}"
"349","0e435f40-04dd-4a01-8abc-0d30882fbb54","551","Scenario Results","Scenario Results",,"Scenario_Results","False","0","False","@{CreateDate=2021-10-27T08:29:41.867; UpdateDate=2022-02-13T06:58:50.157; CreateLogin=2; UpdateLogin=2}"
"350","6289ce5b-df25-4f91-9a6f-7f78b63f967e","552","Operational Scenario Analysis","Operational Scenario Analysis",,"Operational_Scenario_Analysis","False","0","False","@{CreateDate=2021-10-27T08:29:41.867; UpdateDate=2022-02-15T11:03:58.877; CreateLogin=2; UpdateLogin=2}"
"351","ca85369b-bc46-48a9-97a4-5910cb3a5768","553","Resilience Threat Register","Resilience Threat Register",,"Resilience_Threat_Register","False","0","False","@{CreateDate=2021-10-27T08:29:41.867; UpdateDate=2021-10-27T12:52:03.933; CreateLogin=2; UpdateLogin=2}"
"352","3e294956-2d72-4bbd-bd36-9d2770c6a76f","554","Impact Tolerances","Impact Tolerances",,"Impact_Tolerances","False","0","False","@{CreateDate=2021-10-27T08:29:41.867; UpdateDate=2021-10-27T12:52:03.933; CreateLogin=2; UpdateLogin=2}"
"353","7deaf508-b20b-4b31-b85e-882dd2d49d91","555","Resilience Comments","Resilience Comments",,"Resilience_Comments","False","0","False","@{CreateDate=2021-10-27T08:29:41.867; UpdateDate=2021-10-27T08:29:41.867; CreateLogin=2; UpdateLogin=2}"
"354","957828fd-ce94-4e29-ac66-9480936cf01e","556","Comments","Discussion Comments",,"Discussion_Comments","False","0","False","@{CreateDate=2021-10-29T11:30:03.823; UpdateDate=2021-10-29T11:30:03.823; CreateLogin=2; UpdateLogin=2}"
"355","75364edd-b957-49c7-9b09-80260ab892e5","557","Third Party Resilience Assessment","Third Party Resilience",,"Third_Party_Resilience","False","0","False","@{CreateDate=2022-02-13T06:58:50.157; UpdateDate=2022-02-13T06:58:50.157; CreateLogin=2; UpdateLogin=2}"
"356","35a0a93a-1458-4f96-8243-9a9ce951b335","558","Third Party Metric Update","Third Party Metric Update",,"Third_Party_Metric_Update","False","0","False","@{CreateDate=2022-02-13T06:58:50.157; UpdateDate=2022-02-13T06:58:50.157; CreateLogin=2; UpdateLogin=2}"
"357","5e8350e1-8edb-4612-aabb-f9a41016a803","559","Third Party Campaign","Third Party Campaign","","Third_Party_Campaign","False","0","False","@{CreateDate=2022-07-17T20:28:34.05; UpdateDate=2022-07-29T17:59:15.2; CreateLogin=2; UpdateLogin=2}"
"358","4ea8a2a7-bbba-4bc1-afb9-7807e438916b","560","Service Interruptions","Service Interruptions","","Service_Interruptions","False","0","False","@{CreateDate=2022-07-17T20:28:34.05; UpdateDate=2022-07-29T17:59:15.2; CreateLogin=2; UpdateLogin=2}"
"359","3c36c315-d139-4b6d-a409-15d116447196","561","Service Interruption Results","Service Interruption Results","","Service_Interruption_Results","False","0","False","@{CreateDate=2022-07-17T20:28:34.05; UpdateDate=2022-07-29T17:59:15.2; CreateLogin=2; UpdateLogin=2}"
"360","8de49509-307b-41ee-b9e9-6d7d1d9bd8f4","562","Resilience Scorecard","Resilience Scorecard",,"Resilience_Scorecard","False","0","False","@{CreateDate=2022-07-17T20:28:34.05; UpdateDate=2022-07-29T17:59:15.2; CreateLogin=2; UpdateLogin=2}"
"361","61a11f9d-10b0-4c43-8774-6826691ebebd","563","Operational Resilience Assessment","Operational Resilience Assessment",,"Operational_Resilience_Assessment","False","0","False","@{CreateDate=2022-07-17T20:28:34.05; UpdateDate=2022-07-29T17:59:15.2; CreateLogin=2; UpdateLogin=2}"
"362","33424226-c881-46ee-a9bd-c3076bf5c6e9","564","Zero-Day Vulnerability Assessment","Zero-Day Vulnerability Assessment",,"ZeroDay_Vulnerability_Assessment","False","0","False","@{CreateDate=2022-07-17T20:28:34.05; UpdateDate=2022-07-29T17:59:15.2; CreateLogin=2; UpdateLogin=2}"
"363","e88e9103-15c9-468d-ab29-627671f3d31b","565","Location Based Risk Assessment","Location Based Risk",,"Location_Based_Risk","False","0","False","@{CreateDate=2022-07-17T20:28:34.05; UpdateDate=2022-07-29T17:59:15.2; CreateLogin=2; UpdateLogin=2}"
"364","2f2bf4f5-1f2b-4a84-80a4-5210b1cc7a43","566","Costs of Control","Costs of Control",,"Costs_of_Control","False","0","False","@{CreateDate=2023-02-07T18:31:22.037; UpdateDate=2023-02-07T18:31:22.037; CreateLogin=2; UpdateLogin=2}"
"365","4ed48af8-387f-479a-a5c6-63ec34e42e21","567","Material Topic Responses","Material Topic Influence","","Material_Topic_Influence","False","0","False","@{CreateDate=2023-02-23T20:47:06.26; UpdateDate=2023-02-23T20:58:11.35; CreateLogin=2; UpdateLogin=2}"
"366","1cf03d12-d049-4ecd-87e4-7dd52820875a","568","Management of Material Topics","Disclosure 3-3 Management of Materiality Topics","","Disclosure_3_3_Management_of_Materiality","False","0","False","@{CreateDate=2023-02-23T20:47:06.26; UpdateDate=2023-02-23T20:58:11.35; CreateLogin=2; UpdateLogin=2}"
"367","136ab0bb-e006-4784-a342-456e7d448bbf","569","Thresholds","Thresholds","","Thresholds","False","0","False","@{CreateDate=2023-02-23T20:47:06.26; UpdateDate=2023-02-23T20:58:11.35; CreateLogin=2; UpdateLogin=2}"
"368","aee75339-d55f-475a-a5bc-da68996e1ba7","570","ESG Library","ESG Library",,"ESG_Library","False","0","False","@{CreateDate=2023-02-23T20:47:06.26; UpdateDate=2023-08-09T19:12:29.96; CreateLogin=2; UpdateLogin=2}"
"369","8ae26b1c-946e-44db-a41d-ab6e730afb94","571","ESG Metric Results","ESG Metric Results",,"ESG_Metric_Results","False","0","False","@{CreateDate=2023-02-23T20:47:06.26; UpdateDate=2023-08-09T19:12:29.96; CreateLogin=2; UpdateLogin=2}"
"370","b66567fd-7ce4-47ab-8c0c-880159fbcc0e","572","ESG Organization Metrics","ESG Organization Metrics","","ESG_Organisation_by_Role","False","0","False","@{CreateDate=2023-02-23T20:47:06.26; UpdateDate=2023-08-09T19:12:29.96; CreateLogin=2; UpdateLogin=2}"
"371","c3541c9a-13f5-411d-a9a2-bd8e2404f1d2","573","ESG Metrics","ESG Metrics",,"ESG_Metrics","False","0","False","@{CreateDate=2023-02-23T20:47:06.26; UpdateDate=2023-08-09T19:12:29.96; CreateLogin=2; UpdateLogin=2}"
"372","06996981-6e67-4b78-8cda-0efd734496d5","574","ESG Data Gathering Programs","Program","","Program","False","0","False","@{CreateDate=2023-02-23T20:47:06.26; UpdateDate=2023-02-23T20:58:11.35; CreateLogin=2; UpdateLogin=2}"
