"Id","Guid","ModuleId","ModuleName","Name","Description","Alias","AllowFilter","ASOStatus","IsDeleted","UpdateInformation"
"248","d6728e92-869a-48c3-93c3-0dbe93eacd76","449","SOC: Suspicious Memory Data","Suspicious Memory Data",,"Suspicious_Memory_Data","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"249","4e52773d-635a-4246-a187-84194a9f654a","450","SOC: Suspicious Disk Data","Suspicious Disk Data",,"Suspicious_Disk_Data","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"250","1485451f-a019-4d13-99d1-61d803a06a4d","451","SOC: Suspicious Traffic","Network Forensic Analysis",,"Network_Forensic_Analysis","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"251","5b5356d3-f054-40d7-8d87-a7cddaa72ef0","452","SOC: Target Host","Target Host",,"Target_Host","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"252","5c6bdd7f-69db-46eb-aa7c-950592f12998","453","SOC: Imported Forensic Analysis Reports","Imported Forensic Analysis Report(s)",,"Imported_Forensic_Analysis_Reports","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"253","188b0e20-5715-40d0-a436-7dde12756e27","454","SOC: Shift Handover Content Updates","Content Updates",,"Content_Updates","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"254","c23af28b-57cd-4d1f-b216-5be05deb8fdb","455","SOC: Shift Handover Analyst Blogs","SOC: Shift Handover Analyst Blogs",,"SOC_Shift_Handover_Analyst_Blogs","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"255","c14e0478-4d87-4005-934c-9a112371a062","456","Assessment Campaign","Assessment Campaign",,"Assessment_Campaign","False","0","False","@{CreateDate=2014-09-10T15:10:30.957; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"257","418419cf-afcb-42d7-a515-0fb470cf3cd4","458","Control Assessment Data","Control Assessment Data",,"Control_Assessment_Data","False","0","False","@{CreateDate=2014-09-10T20:30:34.38; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"258","1d1a38b0-9c84-4825-92c1-8a355409600c","459","Risk Assessment Data","Risk Assessment Data",,"Risk_Assessment_Data","False","0","False","@{CreateDate=2014-09-10T20:30:34.38; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"259","91bc3a47-77c2-4a01-9471-b4254e56a142","460","Business Processes Assessment Data","Business Processes Assessment Data",,"Business_Processes_Assessment_Data","False","0","False","@{CreateDate=2014-09-10T20:30:34.38; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"260","e218386e-98eb-4861-a71e-07f1c45295fe","461","Self-Assessment","Self-Assessment",,"Self_Assessment","False","0","False","@{CreateDate=2014-09-10T20:30:34.38; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"261","66067c71-32dc-47c2-a816-4beba678b013","462","Risk Register Library","Risk Library",,"Risk_Library","False","0","False","@{CreateDate=2014-09-24T20:02:00.677; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"263","7a9b584b-6d09-4c38-9568-c4540de54a64","464","Metrics Library","Metrics Library",,"Metrics_Library","False","0","False","@{CreateDate=2014-09-25T15:54:24.01; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"264","a9e07665-8c7e-41b9-b3b6-4f5e8613953b","465","Self-Assessment Comments","Self-Assessment Comments",,"SelfAssessment_Comments","False","0","False","@{CreateDate=2014-09-25T17:02:12.627; UpdateDate=2014-09-25T17:02:12.627; CreateLogin=2; UpdateLogin=2}"
"265","804cf69b-4dd2-4dfd-a579-cd8dca0398f4","466","Metrics Library","123",,"_123","False","0","False","@{CreateDate=2014-10-16T15:11:43.793; UpdateDate=2014-10-16T15:11:43.793; CreateLogin=2; UpdateLogin=2}"
"268","6ff1f147-7770-49ce-aac6-85645e641eb5","469","Assessment Comments","Risk Assessment Rejection Comments",,"Risk_Assessment_Rejection_Comments","False","0","False","@{CreateDate=2014-12-24T17:24:09.083; UpdateDate=2014-12-24T17:24:09.083; CreateLogin=2; UpdateLogin=2}"
"271","fffc5d03-0acc-4cc7-b3fb-f6dd1f91834a","472","Loss Event Comments","Loss Event Comments",,"Loss_Event_Comments","False","0","False","@{CreateDate=2015-04-02T18:34:42.203; UpdateDate=2015-04-02T18:34:42.203; CreateLogin=2; UpdateLogin=2}"
"272","88f05fbc-3266-48e9-813a-0ae453786332","474","Supplier Request Form","Procurement Request Form",,"Procurement_Request_Form","False","0","False","@{CreateDate=2015-08-27T20:24:50.723; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"273","7e9c4bf1-4e63-4f84-9cf3-43b5c32f40d4","475","Sourcing Prospects","Sourcing Prospects",,"Sourcing_Prospects","False","0","False","@{CreateDate=2015-08-27T20:24:50.723; UpdateDate=2015-09-21T18:06:31.157; CreateLogin=2; UpdateLogin=2}"
"274","30d27132-4d27-4763-963e-f69f80e32e59","476","RFP Evaluation","RFP Evaluation","Migrated Level","RFP_Evaluation","False","0","False","@{CreateDate=2015-08-27T20:24:50.723; UpdateDate=2015-09-21T18:06:31.157; CreateLogin=2; UpdateLogin=2}"
"275","1c8d1070-9d63-4467-b5cd-bc44b017a9e7","477","Third Party Comments","Comments",,"Comments","False","0","False","@{CreateDate=2015-08-27T20:24:50.723; UpdateDate=2015-08-27T20:24:50.723; CreateLogin=2; UpdateLogin=2}"
"276","b15d4b92-532a-4844-baa3-15241d112ccb","478","Comment Log","Comment Log","Migrated Level","Comment_Log","False","0","False","@{CreateDate=2015-08-27T20:24:50.723; UpdateDate=2015-08-27T20:24:50.723; CreateLogin=2; UpdateLogin=2}"
"277","a7f7652b-5034-4193-b05c-a0805b7aed57","479","Declaration History","Declaration History",,"Declaration_History","False","0","False","@{CreateDate=2015-08-27T21:09:01.057; UpdateDate=2015-08-27T21:09:01.057; CreateLogin=2; UpdateLogin=2}"
"278","169214ec-f16b-4815-9d69-bf65350c943f","480","Degrees, Certifications and Competencies","Degrees, Certifications and Competencies","Migrated Level","Degrees_Certs_Competencies","False","0","False","@{CreateDate=2015-08-27T21:09:01.057; UpdateDate=2015-08-27T21:09:01.057; CreateLogin=2; UpdateLogin=2}"
"279","c26888cd-6df6-411e-994c-3f6b12e30d1d","481","Regulatory Intelligence Items","Regulatory RSS Feed",,"Regulatory_RSS_Feed","False","0","False","@{CreateDate=2015-08-31T21:37:39.91; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=230; UpdateLogin=2}"
"280","b82bf6fe-3213-4e92-b23c-33dd67d71f25","482","Regulatory Intelligence Review","Regulatory Intelligence Review",,"Regulatory_Intelligence_Review","False","0","False","@{CreateDate=2015-08-31T21:37:39.91; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=230; UpdateLogin=2}"
"281","771a3976-fa28-4e3c-830d-5041c788eb83","483","Regulatory Intelligence Status Actions","Regulatory Status Actions",,"Regulatory_Status_Actions","False","0","False","@{CreateDate=2015-08-31T21:37:39.91; UpdateDate=2015-08-31T21:37:39.91; CreateLogin=230; UpdateLogin=230}"
"282","28ef1328-a629-4e0e-87ea-aa26b7a71f41","484","Regulatory Intelligence Client Summaries","Regulatory Intelligence Client Summaries",,"Regulatory_Intelligence_Client_Summaries","False","0","False","@{CreateDate=2015-08-31T21:37:39.91; UpdateDate=2015-08-31T21:37:39.91; CreateLogin=230; UpdateLogin=230}"
"288","0b2ff60f-3905-400f-a074-2269d3c1493c","490","Financial Close Checklist","Financial Close Checklist",,"Financial_Close_Checklist","False","0","False","@{CreateDate=2015-09-15T14:50:01.92; UpdateDate=2016-06-15T15:09:22.07; CreateLogin=230; UpdateLogin=2}"
"289","a065eb78-4d93-4212-b211-630d45b38fa2","491","Key Contract Terms","Key Contract Terms",,"Key_Contract_Terms","False","0","False","@{CreateDate=2015-09-17T19:28:55.76; UpdateDate=2015-09-21T18:41:45.957; CreateLogin=2; UpdateLogin=2}"
"292","f3d5e4a1-ef0b-46ce-b504-13cc7480c877","494","Policy Acknowledgement","Acceptable Use Policy Agreement",,"Acceptable_Use_Policy_Agreement","False","0","False","@{CreateDate=2015-12-09T14:39:53.403; UpdateDate=2015-12-09T14:39:53.403; CreateLogin=1259; UpdateLogin=1259}"
"294","a1f579b0-8c95-43c0-b670-4860e2ea8681","496","Cardholder Data Environment","Cardholder Data Environment",,"PCI_Cardholder_Data_Environment","False","0","False","@{CreateDate=2016-01-06T15:43:43.857; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=229; UpdateLogin=2}"
"296","0b2fd485-086e-4118-8c65-2013d24f6834","498","PCI Controls","PCI Controls",,"PCI_Record_Of_Compliance","False","0","False","@{CreateDate=2016-01-06T15:43:43.857; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=229; UpdateLogin=2}"
"298","bd772638-b1da-437e-bfb3-50b2f71c8d10","500","Device Scan Results","Service Provider",,"Service_Provider","False","0","False","@{CreateDate=2016-01-06T15:43:43.857; UpdateDate=2016-01-06T15:43:43.857; CreateLogin=229; UpdateLogin=229}"
"299","58878b23-30d1-4538-b621-31ca4aaa1dae","501","Compliance Project","Compliance Project",,"PCI_Project","False","0","False","@{CreateDate=2016-01-20T16:58:12.247; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=229; UpdateLogin=2}"
"300","67fdc0ec-1cf3-4180-bd49-3c9194006665","502","PCI Self-Assessment (SAQ)","3.1 Self-Assessment ",,"_31_SelfAssessment_","False","0","False","@{CreateDate=2016-01-20T16:58:12.247; UpdateDate=2016-06-15T12:27:24.347; CreateLogin=229; UpdateLogin=2}"
"302","b9144840-b482-458b-bd4a-3ec332e0c8c2","504","Model Change Reports","Model Change Reports",,"Model_Change_Reports","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"303","7ca0856c-0728-46b8-99ea-084ab1a65111","505","Groups","Group",,"Group","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"304","c931c3d8-421e-49bc-a2a6-3711a9ca84b1","506","Sub-Groups","Sub-Group",,"SubGroup","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"305","9939b87c-99d1-4f74-a3e4-57919e0e6252","507","Legal Entities","Legal Entity",,"Legal_Entity","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"306","9f3e7643-5dd2-45fd-bd81-d5a3087db2bc","508","Major Business Units","Major Business Units",,"Major_Business_Units","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"307","668be942-7ddf-4fd1-a3d9-f2df22e94fa0","509","Performance Monitoring Results","Metrics Results",,"Metrics_Results","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"308","a78e6d39-568c-4b62-adca-3754d6fa1f84","510","Performance Monitoring","Metrics","Migrated Level","Metrics","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"309","68426971-b1eb-4268-9b05-cdd1bc0281ab","511","Model Inventory Documentation","Model Inventory Performance Monitoring",,"Model_Inventory_Performance_Monitoring","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"310","8d5c2f31-0ad2-4945-9bab-e25c3dd6ecdd","512","Model Inventory","Model Inventory",,"Model_Inventory","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"311","18fb38be-3b2a-4224-ad70-cd132751246e","513","Model Validation and Review Tasks","Model Audit Checklist Library",,"Model_Audit_Checklist_Library","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"312","8b2819f3-a80b-43b1-9aa0-cec884363e48","514","Model Validation and Review Tools","Model Audit Checklist Library",,"Model_Audit_Checklist_Library","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"313","0b4ac3ec-82a7-49f8-81f3-5ab267afa3d2","515","Model Inventory Validation and Reviews","Model Inventory Audit Projects",,"Model_Inventory_Audit_Projects","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"314","34ef644f-a6de-4488-b2cd-7d0e8f9872e5","516","Model Change Lifecycle","Model Change Lifecycle",,"Model_Change_Lifecycle","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"315","60ceb7d0-fb04-4488-9f2e-1a470af3d669","517","Model Risk Certification","Model Risk Certification",,"Model_Risk_Certification","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"316","49882719-e057-41de-9e22-30ce3fbbf1c2","518","Validation and Review Hours Entry","Hours Entry","Migrated Level","Hours_Entry","False","0","False","@{CreateDate=2016-04-27T14:08:54.36; UpdateDate=2016-04-27T14:08:54.36; CreateLogin=229; UpdateLogin=229}"
"317","c04ddb5c-46c6-4d36-a0df-58c90b1e80a8","519","Findings Folders","Findings Folders",,"Findings_Folders","False","0","False","@{CreateDate=2016-05-24T17:42:56.81; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"318","be039327-ed05-4d2a-a5b7-53191af63f45","520","Issue Management Comments","Finding Rejection Comments",,"Finding_Rejection_Comments","False","0","False","@{CreateDate=2016-05-24T17:42:56.81; UpdateDate=2016-05-24T17:42:56.81; CreateLogin=2; UpdateLogin=2}"
"319","5e313002-014c-4470-a279-34ff395217a1","521","BIA Campaign","BIA Assessment Campaign",,"BIA_Assessment_Campaign","False","0","False","@{CreateDate=2016-05-24T18:31:29.923; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"320","dfaf31cb-6aa0-452a-b204-612be4c4d9cd","522","BIA Archive","Business Impact Analysis Archive","Migrated Level","Business_Impact_Analysis_Archive","False","0","False","@{CreateDate=2016-05-24T18:31:29.923; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"321","5cb68c7f-e988-4108-acc3-e3b2b53a77db","523","BIA Comments","BIA Comments",,"BIA_Comments","False","0","False","@{CreateDate=2016-05-24T18:31:29.923; UpdateDate=2016-05-24T18:31:29.923; CreateLogin=2; UpdateLogin=2}"
"326","b1680f36-287d-4b63-9baa-aa98d192f838","528","Statement of Applicability","Statement of Applicability",,"Statement_of_Applicability","False","0","False","@{CreateDate=2016-05-26T13:41:11.677; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"327","90e3cd8b-420c-4acf-836c-5aa5cc6f652e","529","ISMS","ISMS Dashboard",,"ISMS_Dashboard","False","0","False","@{CreateDate=2016-05-26T13:41:11.677; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"330","334e67c5-4015-4e9f-8198-680e56fdae40","536","G/L Chart of Accounts","G/L Account Scoping","Migrated Level","GL_Account_Scoping","False","0","False","@{CreateDate=2016-09-14T20:54:56.983; UpdateDate=2016-12-21T21:53:28.18; CreateLogin=1361; UpdateLogin=1361}"
"331","8f78ea37-f2dd-4757-a11e-5d7d56ca7f56","537","Controls Instance","Controls Instance",,"Controls_Instance","False","0","False","@{CreateDate=2016-09-14T20:54:56.983; UpdateDate=2016-12-21T21:53:28.18; CreateLogin=1361; UpdateLogin=1361}"
"332","843edec2-b6da-4ca0-88b6-a0ff4678d46a","538","Testing Workpaper","Testing Workpaper","","Audit_Workpaper","False","0","False","@{CreateDate=2016-09-14T20:54:56.983; UpdateDate=2016-12-21T21:53:28.18; CreateLogin=1361; UpdateLogin=1361}"
"333","dfd79901-cd0c-405a-bc13-fb8245969ca5","538","Testing Workpaper","Controls Testing Narratives",,"Audit_Procedures","False","0","False","@{CreateDate=2016-09-14T20:54:56.983; UpdateDate=2016-09-14T20:54:56.983; CreateLogin=1361; UpdateLogin=1361}"
"336","694fd7f9-43ff-4c09-8d1c-cad13c02fee1","540","Compliance Scope and Risk Assessment","Compliance Risk Assessment","","Compliance_Risk_Assessment","False","0","False","@{CreateDate=2016-09-14T20:54:56.983; UpdateDate=2016-12-21T21:53:28.18; CreateLogin=1361; UpdateLogin=1361}"
"341","0c9bf74b-eb4f-4d5e-84a7-17b3a523b8c9","545","Controls Assessment Project","Controls Compliance Project",,"Controls_Compliance_Project","False","0","False","@{CreateDate=2016-09-15T01:56:37.623; UpdateDate=2016-12-21T21:53:28.18; CreateLogin=1361; UpdateLogin=1361}"
"342","90804f44-e136-4132-905b-ecbcc35cb650","546","Controls Program Library","Controls Program Library","","Audit_Program_Library","False","0","False","@{CreateDate=2016-09-15T02:32:17.303; UpdateDate=2016-09-15T02:32:17.303; CreateLogin=1361; UpdateLogin=1361}"
"343","82a7391a-6dc2-4250-9cd1-4da7cb14b935","546","Controls Program Library","Controls Testing Narrative Library",,"Audit_Procedures_Library","False","0","False","@{CreateDate=2016-09-15T02:32:17.303; UpdateDate=2016-09-15T02:32:17.303; CreateLogin=1361; UpdateLogin=1361}"
"344","c5411eee-d0ee-4e34-9308-f54b60417d99","547","Chart of Accounts Scoping","Chart of Accounts Scoping",,"Chart_of_Accounts_Scoping","False","0","False","@{CreateDate=2016-09-21T21:08:39.04; UpdateDate=2016-12-21T21:53:28.18; CreateLogin=1361; UpdateLogin=1361}"
"346","13be4e06-4571-4bcf-b369-126f98120e8a","549","PCI 3.2 Self-Assessment (SAQ)","PCI 3.2 Self-Assessment (SAQ)",,"PCI_32_SelfAssessment_SAQ","False","0","False","@{CreateDate=2016-12-13T17:59:14.95; UpdateDate=2016-12-13T17:59:14.95; CreateLogin=2; UpdateLogin=2}"
"347","4a662ba3-4af8-47c3-b173-1c4037d8d9b5","550","Lessons Learned Assessment","Lessons Learned Assessment",,"Lessons_Learned_Assessment","False","0","False","@{CreateDate=2016-12-21T17:11:14.993; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=229; UpdateLogin=2}"
"348","bcffa548-4825-47ad-a158-55a1dfd9a3ff","551","Third Party Request","Third Party Request",,"Third_Party_Request","False","0","False","@{CreateDate=2016-12-21T20:33:21.737; UpdateDate=2016-12-21T20:33:21.737; CreateLogin=229; UpdateLogin=229}"
"349","9b369f49-abc3-4dd9-a439-1675c7566402","552","Test Items","Test Items",,"Test_Items","False","0","False","@{CreateDate=2016-12-21T21:53:28.18; UpdateDate=2016-12-21T21:53:28.18; CreateLogin=1361; UpdateLogin=1361}"
"350","984ae35d-6fd4-468f-90a7-293e321213b9","553","Test Items","Test Items",,"Test_Items","False","0","False","@{CreateDate=2016-12-21T21:53:28.18; UpdateDate=2016-12-21T21:53:28.18; CreateLogin=1361; UpdateLogin=1361}"
"351","c22b6259-3b9d-43b9-b8da-d772a3d263da","554","Cybersecurity Assessments","Cyber Security Assessments",,"Cyber_Security_Assessments","False","0","False","@{CreateDate=2017-08-08T19:30:58.56; UpdateDate=2017-08-08T19:53:33.753; CreateLogin=230; UpdateLogin=230}"
"352","ff02cfef-dd77-4979-842f-d8458eff51d6","555","Cybersecurity Framework Library","Function",,"NIST_Framework_Core_Library","False","0","False","@{CreateDate=2017-08-08T19:30:58.56; UpdateDate=2017-08-08T19:53:33.753; CreateLogin=230; UpdateLogin=230}"
"353","1e73e944-51a3-4179-9df7-59b10b026050","555","Cybersecurity Framework Library","Category",,"Category","False","0","False","@{CreateDate=2017-08-08T19:30:58.56; UpdateDate=2017-08-08T19:53:33.753; CreateLogin=230; UpdateLogin=230}"
"354","7fd5d23e-9d83-4e6d-85dd-2bc192ddfc95","555","Cybersecurity Framework Library","Sub Category",,"Sub_Category","False","0","False","@{CreateDate=2017-08-08T19:30:58.56; UpdateDate=2017-08-08T19:53:33.753; CreateLogin=230; UpdateLogin=230}"
"355","1cc75cf8-f602-4033-8dca-7f2d28c54ba3","555","Cybersecurity Framework Library","Informative References",,"Informative_References","False","0","False","@{CreateDate=2017-08-08T19:30:58.56; UpdateDate=2017-08-08T19:53:33.753; CreateLogin=230; UpdateLogin=230}"
"356","fa768cf0-8525-46b0-b008-1bdf4540dd8a","556","Cybersecurity Profiles","Cyber Security Profiles",,"Cyber_Security_Profiles","False","0","False","@{CreateDate=2017-08-08T19:30:58.56; UpdateDate=2017-08-08T19:53:33.753; CreateLogin=230; UpdateLogin=230}"
"357","cec70257-19f9-47b9-a149-f7f66449cb8d","557","Project Timesheets","Copy of Timesheet Task",,"Copy_of_Timesheet_Task","False","0","False","@{CreateDate=2017-08-14T20:13:00.863; UpdateDate=2017-08-16T16:42:07.07; CreateLogin=230; UpdateLogin=1499}"
"358","24026a97-4ac0-4f68-9aa1-e6114973c21f","558","Project Management","Project Management","Migrated Level","Project_Management","False","0","False","@{CreateDate=2017-08-14T20:13:00.863; UpdateDate=2017-08-16T16:42:07.07; CreateLogin=230; UpdateLogin=1499}"
"359","6d0cc3c8-32bb-4e08-8475-a958fdc572c9","559","Project Expense Reports","Expenses","Migrated Level","Expenses","False","0","False","@{CreateDate=2017-08-14T20:13:00.863; UpdateDate=2017-08-16T16:42:07.07; CreateLogin=230; UpdateLogin=1499}"
"360","8f5d243a-e5b1-4334-adaa-b06801a5f9a5","560","Document Repository","Document Repository",,"Document_Repository","False","0","False","@{CreateDate=2017-08-14T20:13:00.863; UpdateDate=2018-02-02T17:47:54.663; CreateLogin=230; UpdateLogin=230}"
"361","f8f390c3-df60-4334-8599-1ea0ffa3ccfa","561","Program Management","Program Management",,"Program_Management","False","0","False","@{CreateDate=2017-08-14T20:13:00.863; UpdateDate=2017-08-16T16:42:07.07; CreateLogin=230; UpdateLogin=1499}"
"362","c0ac9020-81d9-4e92-9f70-067fd62998f8","562","Milestones","Milestones",,"Milestones","False","0","False","@{CreateDate=2017-08-14T20:13:00.863; UpdateDate=2017-08-16T16:42:07.07; CreateLogin=230; UpdateLogin=1499}"
"363","f3cd2143-731f-4630-8032-1d56e45eecee","563","Projects - Team Members","Projects - Team Members","Migrated Level","Projects__Team_Members","False","0","False","@{CreateDate=2017-08-14T20:13:00.863; UpdateDate=2017-08-14T20:13:00.863; CreateLogin=230; UpdateLogin=230}"
"364","8c55a0c9-0c17-449b-ab5c-1c84d1c6dd28","564","Risks","Risks",,"Risks","False","0","False","@{CreateDate=2017-08-14T20:13:00.863; UpdateDate=2017-08-14T20:13:00.863; CreateLogin=230; UpdateLogin=230}"
"365","ea319696-c7e0-4cdd-b141-a39e99de5377","565","PM Expenses","PM Expenses",,"PM_Expenses","False","0","False","@{CreateDate=2017-08-14T20:13:00.863; UpdateDate=2017-08-14T20:13:00.863; CreateLogin=230; UpdateLogin=230}"
"367","83cba602-3541-45fb-8a44-53291759ebf1","567","Transaction Monitoring Cases","Transaction Monitoring Cases",,"Transaction_Monitoring_Cases","False","0","False","@{CreateDate=2017-08-16T17:44:10.69; UpdateDate=2017-08-16T17:44:10.69; CreateLogin=1499; UpdateLogin=1499}"
"368","3f870f7f-3788-4c8d-be57-2ee6afb55ced","568","Customer Document Verification","Customer Document Repository",,"Customer_Document_Repository","False","0","False","@{CreateDate=2017-08-16T17:44:10.69; UpdateDate=2017-08-16T17:44:10.69; CreateLogin=1499; UpdateLogin=1499}"
"369","6d13649b-e6cd-4023-9cdd-8273dbfd64be","569","Accounts","Accounts",,"Accounts","False","0","False","@{CreateDate=2017-08-16T17:44:10.69; UpdateDate=2017-08-16T17:44:10.69; CreateLogin=1499; UpdateLogin=1499}"
"370","d717ec7c-4387-456d-b68d-7b3042067ab5","570","Customers","Customers",,"Customers","False","0","False","@{CreateDate=2017-08-16T17:44:10.69; UpdateDate=2017-08-16T17:44:10.69; CreateLogin=1499; UpdateLogin=1499}"
"371","7e854450-d6b6-4386-8442-ae3627c0cdec","571","Exemptions","Exemptions",,"Exemptions","False","0","False","@{CreateDate=2017-08-16T17:44:10.69; UpdateDate=2017-08-16T17:44:10.69; CreateLogin=1499; UpdateLogin=1499}"
"372","a0d57789-9f66-44df-97cf-769530381dc4","572","Enhanced Due Diligence","Enhanced Due Diligence",,"Enhanced_Due_Diligence","False","0","False","@{CreateDate=2017-08-16T17:44:10.69; UpdateDate=2017-08-16T17:44:10.69; CreateLogin=1499; UpdateLogin=1499}"
"373","cfa60758-705e-41d9-a58f-df2d68c7173a","573","Customer Due Diligence","Customer Due Diligence",,"Customer_Due_Diligence","False","0","False","@{CreateDate=2017-08-16T17:44:10.69; UpdateDate=2017-08-16T17:44:10.69; CreateLogin=1499; UpdateLogin=1499}"
"374","7904e74b-5db0-4d65-a666-4e6ed16eb647","574","External Financial Products","External Financial Products",,"External_Financial_Products","False","0","False","@{CreateDate=2017-08-16T17:44:10.69; UpdateDate=2017-08-16T17:44:10.69; CreateLogin=1499; UpdateLogin=1499}"
"375","020a55b7-bf27-4e1d-850b-6896c52b3350","575","Affiliated Bank","Affiliated Bank",,"Affiliated_Bank","False","0","False","@{CreateDate=2017-08-16T17:44:10.69; UpdateDate=2017-08-16T17:44:10.69; CreateLogin=1499; UpdateLogin=1499}"
"376","e387a1e4-1fd8-4952-95cd-566246777dcf","576","Cases","Cases",,"Cases","False","0","False","@{CreateDate=2017-08-16T17:55:31.723; UpdateDate=2017-08-16T20:11:28.137; CreateLogin=1499; UpdateLogin=1499}"
"377","e526767b-d2ca-4d25-bbff-a94122187b9f","577","Case Level Custodians","Case Level Custodians",,"Case_Level_Custodians","False","0","False","@{CreateDate=2017-08-16T17:55:31.723; UpdateDate=2017-08-16T20:11:28.137; CreateLogin=1499; UpdateLogin=1499}"
"378","5befb0d8-ead4-4a76-86ce-82d8c4784335","578","Legal Hold Notification Survey","Legal Hold Notification Survey",,"Legal_Hold_Notification_Survey","False","0","False","@{CreateDate=2017-08-16T17:55:31.723; UpdateDate=2017-08-16T20:11:28.137; CreateLogin=1499; UpdateLogin=1499}"
"379","d13f961e-1f7d-423c-91a8-5505bdb9a528","579","Custodian Documentation","Custodian Documentation",,"Custodian_Documentation","False","0","False","@{CreateDate=2017-08-16T17:55:31.723; UpdateDate=2017-08-16T17:55:31.723; CreateLogin=1499; UpdateLogin=1499}"
"380","03bf9c44-12c1-4e9e-a898-c6d894294793","580","EHS Events","EHS Events",,"EHS_Events","False","0","False","@{CreateDate=2017-08-16T20:20:36.067; UpdateDate=2017-08-16T20:20:36.067; CreateLogin=1499; UpdateLogin=1499}"
